Entry	Entry Name	Protein families
A0A7D9E2J1	A0A7D9E2J1_PARCT	Phospholipid scramblase family
A0A7D9E2M9	A0A7D9E2M9_PARCT	
A0A7D9E323	A0A7D9E323_PARCT	
A0A7D9E330	A0A7D9E330_PARCT	
A0A7D9E3Z9	A0A7D9E3Z9_PARCT	
A0A7D9E4H1	A0A7D9E4H1_PARCT	
A0A7D9E4W0	A0A7D9E4W0_PARCT	RRP7 family
A0A7D9E4W2	A0A7D9E4W2_PARCT	Selenoprotein M/F family
A0A7D9E522	A0A7D9E522_PARCT	Strumpellin family
A0A7D9E653	A0A7D9E653_PARCT	
A0A7D9E667	A0A7D9E667_PARCT	
A0A7D9E710	A0A7D9E710_PARCT	
A0A7D9E788	A0A7D9E788_PARCT	
A0A7D9EA11	A0A7D9EA11_PARCT	
A0A7D9EB75	A0A7D9EB75_PARCT	COX19 family
A0A7D9EBA0	A0A7D9EBA0_PARCT	
A0A7D9EBN7	A0A7D9EBN7_PARCT	
A0A7D9EBZ1	A0A7D9EBZ1_PARCT	
A0A7D9EC09	A0A7D9EC09_PARCT	Peroxisomal membrane protein PXMP2/4 family
A0A7D9EE73	A0A7D9EE73_PARCT	EF-1-beta/EF-1-delta family
A0A7D9EEE9	A0A7D9EEE9_PARCT	
A0A7D9EEH9	A0A7D9EEH9_PARCT	UBALD family
A0A7D9EEN8	A0A7D9EEN8_PARCT	
A0A7D9EEP5	A0A7D9EEP5_PARCT	
A0A7D9EEX6	A0A7D9EEX6_PARCT	
A0A7D9EF22	A0A7D9EF22_PARCT	
A0A7D9EF43	A0A7D9EF43_PARCT	SNF7 family
A0A7D9EFJ8	A0A7D9EFJ8_PARCT	
A0A7D9EFT0	A0A7D9EFT0_PARCT	
A0A7D9EFZ6	A0A7D9EFZ6_PARCT	
A0A7D9EG34	A0A7D9EG34_PARCT	
A0A7D9EG44	A0A7D9EG44_PARCT	UBALD family
A0A7D9EG57	A0A7D9EG57_PARCT	
A0A7D9EGU4	A0A7D9EGU4_PARCT	
A0A7D9EH20	A0A7D9EH20_PARCT	
A0A7D9EHA7	A0A7D9EHA7_PARCT	
A0A7D9EI32	A0A7D9EI32_PARCT	
A0A7D9EI44	A0A7D9EI44_PARCT	CD225/Dispanin family
A0A7D9EIF8	A0A7D9EIF8_PARCT	
A0A7D9EIF9	A0A7D9EIF9_PARCT	
A0A7D9EJX5	A0A7D9EJX5_PARCT	
A0A7D9EL02	A0A7D9EL02_PARCT	
A0A7D9ELI0	A0A7D9ELI0_PARCT	
A0A7D9EME2	A0A7D9EME2_PARCT	
A0A7D9EMV8	A0A7D9EMV8_PARCT	
A0A7D9EN53	A0A7D9EN53_PARCT	
A0A7D9ENA4	A0A7D9ENA4_PARCT	
A0A7D9EP34	A0A7D9EP34_PARCT	
A0A7D9EPA6	A0A7D9EPA6_PARCT	
A0A7D9EPF2	A0A7D9EPF2_PARCT	
A0A7D9EPN2	A0A7D9EPN2_PARCT	
A0A7D9EQ09	A0A7D9EQ09_PARCT	
A0A7D9EQ68	A0A7D9EQ68_PARCT	TRIAP1/MDM35 family
A0A7D9EQI9	A0A7D9EQI9_PARCT	
A0A7D9EQM7	A0A7D9EQM7_PARCT	
A0A7D9EQM9	A0A7D9EQM9_PARCT	
A0A7D9ER28	A0A7D9ER28_PARCT	
A0A7D9ERE0	A0A7D9ERE0_PARCT	
A0A7D9ERU9	A0A7D9ERU9_PARCT	
A0A7D9ES63	A0A7D9ES63_PARCT	
A0A7D9ES90	A0A7D9ES90_PARCT	
A0A7D9ESJ6	A0A7D9ESJ6_PARCT	IFI6/IFI27 family
A0A7D9ESP8	A0A7D9ESP8_PARCT	
A0A7D9ESX0	A0A7D9ESX0_PARCT	TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family
A0A7D9ET83	A0A7D9ET83_PARCT	
A0A7D9ET96	A0A7D9ET96_PARCT	Cytochrome P450 family
A0A7D9ETW1	A0A7D9ETW1_PARCT	Peptidase M13 family
A0A7D9EU22	A0A7D9EU22_PARCT	
A0A7D9EUL0	A0A7D9EUL0_PARCT	
A0A7D9EV81	A0A7D9EV81_PARCT	
A0A7D9EVK9	A0A7D9EVK9_PARCT	
A0A7D9EVP8	A0A7D9EVP8_PARCT	Sulfotransferase 1 family
A0A7D9EW12	A0A7D9EW12_PARCT	
A0A7D9EWA8	A0A7D9EWA8_PARCT	
A0A7D9EWP6	A0A7D9EWP6_PARCT	
A0A7D9EXY7	A0A7D9EXY7_PARCT	
A0A7D9EY17	A0A7D9EY17_PARCT	HFCD (homooligomeric flavin containing Cys decarboxylase) superfamily
A0A7D9EYI0	A0A7D9EYI0_PARCT	V-ATPase proteolipid subunit family
A0A7D9EYZ4	A0A7D9EYZ4_PARCT	
A0A7D9F0J7	A0A7D9F0J7_PARCT	V-ATPase proteolipid subunit family
A0A7D9F0K7	A0A7D9F0K7_PARCT	Complex I NDUFA11 subunit family
A0A7D9F0U8	A0A7D9F0U8_PARCT	
A0A7D9H8T4	A0A7D9H8T4_PARCT	Mitochondrion-specific ribosomal protein mL53 family
A0A7D9H8Y7	A0A7D9H8Y7_PARCT	
A0A7D9HA44	A0A7D9HA44_PARCT	
A0A7D9HB40	A0A7D9HB40_PARCT	
A0A7D9HD00	A0A7D9HD00_PARCT	
A0A7D9HDV9	A0A7D9HDV9_PARCT	
A0A7D9HFF2	A0A7D9HFF2_PARCT	
A0A7D9HFL2	A0A7D9HFL2_PARCT	NATD1 family
A0A7D9HG22	A0A7D9HG22_PARCT	
A0A7D9HG37	A0A7D9HG37_PARCT	
A0A7D9HGJ3	A0A7D9HGJ3_PARCT	DCC1 family
A0A7D9HGN0	A0A7D9HGN0_PARCT	
A0A7D9HGQ1	A0A7D9HGQ1_PARCT	DDA1 family
A0A7D9HK20	A0A7D9HK20_PARCT	
A0A7D9HKH9	A0A7D9HKH9_PARCT	
A0A7D9HML0	A0A7D9HML0_PARCT	
A0A7D9HMS9	A0A7D9HMS9_PARCT	Adrenodoxin/putidaredoxin family
A0A7D9HP31	A0A7D9HP31_PARCT	
A0A7D9HP45	A0A7D9HP45_PARCT	Sulfotransferase 1 family
A0A7D9HP52	A0A7D9HP52_PARCT	
A0A7D9HS72	A0A7D9HS72_PARCT	
A0A7D9HSF6	A0A7D9HSF6_PARCT	
A0A7D9HSG9	A0A7D9HSG9_PARCT	
A0A7D9HSJ4	A0A7D9HSJ4_PARCT	
A0A7D9HU30	A0A7D9HU30_PARCT	
A0A7D9HUL9	A0A7D9HUL9_PARCT	Glutathione peroxidase family
A0A7D9HWL0	A0A7D9HWL0_PARCT	
A0A7D9HX55	A0A7D9HX55_PARCT	
A0A7D9HX98	A0A7D9HX98_PARCT	
A0A7D9HXK7	A0A7D9HXK7_PARCT	
A0A7D9HYQ7	A0A7D9HYQ7_PARCT	Eukaryotic ribosomal protein eS27 family
A0A7D9HZ12	A0A7D9HZ12_PARCT	Eukaryotic ribosomal protein eL27 family
A0A7D9I0L8	A0A7D9I0L8_PARCT	
A0A7D9I0S0	A0A7D9I0S0_PARCT	
A0A7D9I0T2	A0A7D9I0T2_PARCT	Glycosyl hydrolase 1 family
A0A7D9I1J5	A0A7D9I1J5_PARCT	
A0A7D9I1Y4	A0A7D9I1Y4_PARCT	
A0A7D9I298	A0A7D9I298_PARCT	
A0A7D9I2L6	A0A7D9I2L6_PARCT	
A0A7D9I346	A0A7D9I346_PARCT	GOT1 family
A0A7D9I366	A0A7D9I366_PARCT	
A0A7D9I490	A0A7D9I490_PARCT	
A0A7D9I4M8	A0A7D9I4M8_PARCT	
A0A7D9I5H1	A0A7D9I5H1_PARCT	
A0A7D9I5S4	A0A7D9I5S4_PARCT	
A0A7D9I6M7	A0A7D9I6M7_PARCT	
A0A7D9I6S1	A0A7D9I6S1_PARCT	Complex I NDUFA1 subunit family
A0A7D9I7T6	A0A7D9I7T6_PARCT	
A0A7D9I8N8	A0A7D9I8N8_PARCT	
A0A7D9I945	A0A7D9I945_PARCT	
A0A7D9I979	A0A7D9I979_PARCT	
A0A7D9I9I3	A0A7D9I9I3_PARCT	MIP/aquaporin (TC 1.A.8) family
A0A7D9I9J2	A0A7D9I9J2_PARCT	
A0A7D9IAF8	A0A7D9IAF8_PARCT	
A0A7D9IB05	A0A7D9IB05_PARCT	
A0A7D9IB19	A0A7D9IB19_PARCT	
A0A7D9ICF5	A0A7D9ICF5_PARCT	
A0A7D9ICT7	A0A7D9ICT7_PARCT	
A0A7D9ID50	A0A7D9ID50_PARCT	
A0A7D9ID52	A0A7D9ID52_PARCT	
A0A7D9IDI6	A0A7D9IDI6_PARCT	
A0A7D9IDW9	A0A7D9IDW9_PARCT	Amiloride-sensitive sodium channel (TC 1.A.6) family
A0A7D9IEA6	A0A7D9IEA6_PARCT	
A0A7D9IH48	A0A7D9IH48_PARCT	BRK1 family
A0A7D9IHJ2	A0A7D9IHJ2_PARCT	Complex I 30 kDa subunit family
A0A7D9IHU6	A0A7D9IHU6_PARCT	
A0A7D9IHZ3	A0A7D9IHZ3_PARCT	
A0A7D9IIQ6	A0A7D9IIQ6_PARCT	
A0A7D9IJ24	A0A7D9IJ24_PARCT	
A0A7D9IJN7	A0A7D9IJN7_PARCT	
A0A7D9IJT2	A0A7D9IJT2_PARCT	
A0A7D9IJV6	A0A7D9IJV6_PARCT	
A0A7D9IKW4	A0A7D9IKW4_PARCT	
A0A7D9IL12	A0A7D9IL12_PARCT	UPF0047 family
A0A7D9IL61	A0A7D9IL61_PARCT	
A0A7D9ILD5	A0A7D9ILD5_PARCT	
A0A7D9IN25	A0A7D9IN25_PARCT	
A0A7D9INQ5	A0A7D9INQ5_PARCT	
A0A7D9INQ9	A0A7D9INQ9_PARCT	
A0A7D9IPI1	A0A7D9IPI1_PARCT	MEIG1 family
A0A7D9IPU2	A0A7D9IPU2_PARCT	IMPDH/GMPR family
A0A7D9IQ07	A0A7D9IQ07_PARCT	
A0A7D9IQZ7	A0A7D9IQZ7_PARCT	
A0A7D9IR51	A0A7D9IR51_PARCT	
A0A7D9IS42	A0A7D9IS42_PARCT	
A0A7D9ISB0	A0A7D9ISB0_PARCT	
A0A7D9IT37	A0A7D9IT37_PARCT	
A0A7D9IU33	A0A7D9IU33_PARCT	GroES chaperonin family
A0A7D9IUB8	A0A7D9IUB8_PARCT	
A0A7D9IUN1	A0A7D9IUN1_PARCT	
A0A7D9IV54	A0A7D9IV54_PARCT	
A0A7D9IVY3	A0A7D9IVY3_PARCT	
A0A7D9IW02	A0A7D9IW02_PARCT	
A0A7D9IW95	A0A7D9IW95_PARCT	
A0A7D9IWE7	A0A7D9IWE7_PARCT	
A0A7D9IWE9	A0A7D9IWE9_PARCT	
A0A7D9IX15	A0A7D9IX15_PARCT	
A0A7D9IXE7	A0A7D9IXE7_PARCT	
A0A7D9IXS8	A0A7D9IXS8_PARCT	ATG8 family
A0A7D9IXZ2	A0A7D9IXZ2_PARCT	
A0A7D9IY34	A0A7D9IY34_PARCT	
A0A7D9IZ11	A0A7D9IZ11_PARCT	
A0A7D9IZ83	A0A7D9IZ83_PARCT	SMIM8 family
A0A7D9J0A5	A0A7D9J0A5_PARCT	
A0A7D9J0L0	A0A7D9J0L0_PARCT	CENP-H/MCM16 family
A0A7D9J116	A0A7D9J116_PARCT	Helicase family, RecQ subfamily
A0A7D9J1M4	A0A7D9J1M4_PARCT	
A0A7D9J237	A0A7D9J237_PARCT	
A0A7D9J291	A0A7D9J291_PARCT	
A0A7D9J2H0	A0A7D9J2H0_PARCT	
A0A7D9J3E3	A0A7D9J3E3_PARCT	
A0A7D9J4G7	A0A7D9J4G7_PARCT	
A0A7D9J4I7	A0A7D9J4I7_PARCT	
A0A7D9J550	A0A7D9J550_PARCT	TRAPP small subunits family, Sedlin subfamily
A0A7D9J561	A0A7D9J561_PARCT	
A0A7D9J579	A0A7D9J579_PARCT	
A0A7D9J5J7	A0A7D9J5J7_PARCT	
A0A7D9J5K6	A0A7D9J5K6_PARCT	Cytochrome c oxidase VIIc family
A0A7D9J6K9	A0A7D9J6K9_PARCT	
A0A7D9J6P0	A0A7D9J6P0_PARCT	
A0A7D9J6R2	A0A7D9J6R2_PARCT	
A0A7D9J6T3	A0A7D9J6T3_PARCT	
A0A7D9J6T4	A0A7D9J6T4_PARCT	
A0A7D9J6V2	A0A7D9J6V2_PARCT	
A0A7D9J7D9	A0A7D9J7D9_PARCT	
A0A7D9J7U6	A0A7D9J7U6_PARCT	
A0A7D9J8I0	A0A7D9J8I0_PARCT	Metallo-dependent hydrolases superfamily, Adenosine and AMP deaminases family
A0A7D9J8I9	A0A7D9J8I9_PARCT	
A0A7D9J8P3	A0A7D9J8P3_PARCT	
A0A7D9J8Q4	A0A7D9J8Q4_PARCT	
A0A7D9J8S3	A0A7D9J8S3_PARCT	
A0A7D9J8T0	A0A7D9J8T0_PARCT	
A0A7D9J8U9	A0A7D9J8U9_PARCT	Rad1 family
A0A7D9J917	A0A7D9J917_PARCT	
A0A7D9J997	A0A7D9J997_PARCT	
A0A7D9J9Q4	A0A7D9J9Q4_PARCT	
A0A7D9JAW7	A0A7D9JAW7_PARCT	
A0A7D9JC08	A0A7D9JC08_PARCT	
A0A7D9JCA3	A0A7D9JCA3_PARCT	
A0A7D9JCB6	A0A7D9JCB6_PARCT	
A0A7D9JCF8	A0A7D9JCF8_PARCT	
A0A7D9JDK9	A0A7D9JDK9_PARCT	
A0A7D9JEH5	A0A7D9JEH5_PARCT	SNF7 family
A0A7D9JEU1	A0A7D9JEU1_PARCT	NAC-beta family
A0A7D9JEX5	A0A7D9JEX5_PARCT	
A0A7D9JEZ0	A0A7D9JEZ0_PARCT	Cytochrome c family
A0A7D9JEZ3	A0A7D9JEZ3_PARCT	
A0A7D9JF52	A0A7D9JF52_PARCT	
A0A7D9JG30	A0A7D9JG30_PARCT	
A0A7D9JG77	A0A7D9JG77_PARCT	Complex I NDUFA5 subunit family
A0A7D9JGZ9	A0A7D9JGZ9_PARCT	
A0A7D9JHB3	A0A7D9JHB3_PARCT	Churchill family
A0A7D9JHB6	A0A7D9JHB6_PARCT	
A0A7D9JHB7	A0A7D9JHB7_PARCT	
A0A7D9JHX7	A0A7D9JHX7_PARCT	
A0A7D9JI42	A0A7D9JI42_PARCT	
A0A7D9JI81	A0A7D9JI81_PARCT	
A0A7D9JI94	A0A7D9JI94_PARCT	TMEM104 family
A0A7D9JIG1	A0A7D9JIG1_PARCT	
A0A7D9JIK1	A0A7D9JIK1_PARCT	
A0A7D9JJC5	A0A7D9JJC5_PARCT	
A0A7D9JJF1	A0A7D9JJF1_PARCT	
A0A7D9JJH9	A0A7D9JJH9_PARCT	
A0A7D9JJL0	A0A7D9JJL0_PARCT	HSBP1 family
A0A7D9JJN8	A0A7D9JJN8_PARCT	
A0A7D9JJR0	A0A7D9JJR0_PARCT	
A0A7D9JK22	A0A7D9JK22_PARCT	
A0A7D9JK37	A0A7D9JK37_PARCT	
A0A7D9JKA7	A0A7D9JKA7_PARCT	
A0A7D9JKG0	A0A7D9JKG0_PARCT	TAF13 family
A0A7D9JKQ4	A0A7D9JKQ4_PARCT	
A0A7D9JL45	A0A7D9JL45_PARCT	
A0A7D9JLF8	A0A7D9JLF8_PARCT	SLC13A/DASS transporter (TC 2.A.47) family, NADC subfamily
A0A7D9JLJ9	A0A7D9JLJ9_PARCT	
A0A7D9JM21	A0A7D9JM21_PARCT	
A0A7D9JM22	A0A7D9JM22_PARCT	
A0A7D9JM53	A0A7D9JM53_PARCT	
A0A7D9JMB8	A0A7D9JMB8_PARCT	
A0A7D9JMR1	A0A7D9JMR1_PARCT	
A0A7D9JMV7	A0A7D9JMV7_PARCT	
A0A7D9JN09	A0A7D9JN09_PARCT	
A0A7D9JNX5	A0A7D9JNX5_PARCT	
A0A7D9JPR3	A0A7D9JPR3_PARCT	
A0A7D9JQ46	A0A7D9JQ46_PARCT	
A0A7D9JQA2	A0A7D9JQA2_PARCT	
A0A7D9JQS7	A0A7D9JQS7_PARCT	
A0A7D9JR89	A0A7D9JR89_PARCT	
A0A7D9JRE3	A0A7D9JRE3_PARCT	
A0A7D9JRF2	A0A7D9JRF2_PARCT	
A0A7D9JRM4	A0A7D9JRM4_PARCT	Mitochondrial carrier (TC 2.A.29) family
A0A7D9JS61	A0A7D9JS61_PARCT	
A0A7D9JS74	A0A7D9JS74_PARCT	Peptidase M13 family
A0A7D9JS79	A0A7D9JS79_PARCT	Synaptobrevin family
A0A7D9JSD6	A0A7D9JSD6_PARCT	
A0A7D9JSK3	A0A7D9JSK3_PARCT	
A0A7D9JSU2	A0A7D9JSU2_PARCT	
A0A7D9JT17	A0A7D9JT17_PARCT	
A0A7D9JT26	A0A7D9JT26_PARCT	Ubiquitin-conjugating enzyme family
A0A7D9JTM3	A0A7D9JTM3_PARCT	
A0A7D9JTY6	A0A7D9JTY6_PARCT	
A0A7D9JU20	A0A7D9JU20_PARCT	
A0A7D9JUC2	A0A7D9JUC2_PARCT	
A0A7D9JUL8	A0A7D9JUL8_PARCT	E2F/DP family
A0A7D9JUW0	A0A7D9JUW0_PARCT	
A0A7D9JVJ9	A0A7D9JVJ9_PARCT	Universal ribosomal protein uL18 family
A0A7D9JWJ8	A0A7D9JWJ8_PARCT	
A0A7D9JWW3	A0A7D9JWW3_PARCT	Eukaryotic ribosomal protein eL8 family
A0A7D9JWY0	A0A7D9JWY0_PARCT	Eukaryotic ribosomal protein eL8 family
A0A7D9JXD1	A0A7D9JXD1_PARCT	
A0A7D9JXM7	A0A7D9JXM7_PARCT	
A0A7D9JYB5	A0A7D9JYB5_PARCT	
A0A7D9JYH8	A0A7D9JYH8_PARCT	
A0A7D9JYL9	A0A7D9JYL9_PARCT	
A0A7D9JYZ3	A0A7D9JYZ3_PARCT	
A0A7D9JZJ2	A0A7D9JZJ2_PARCT	
A0A7D9JZL0	A0A7D9JZL0_PARCT	
A0A7D9JZR1	A0A7D9JZR1_PARCT	
A0A7D9K013	A0A7D9K013_PARCT	TRAFAC class dynamin-like GTPase superfamily, IRG family
A0A7D9K0F6	A0A7D9K0F6_PARCT	
A0A7D9K0K1	A0A7D9K0K1_PARCT	
A0A7D9K0T6	A0A7D9K0T6_PARCT	
A0A7D9K0U3	A0A7D9K0U3_PARCT	
A0A7D9K1G4	A0A7D9K1G4_PARCT	
A0A7D9K1H3	A0A7D9K1H3_PARCT	
A0A7D9K1J2	A0A7D9K1J2_PARCT	
A0A7D9K1N1	A0A7D9K1N1_PARCT	Universal ribosomal protein uS15 family
A0A7D9K2C2	A0A7D9K2C2_PARCT	
A0A7D9K2I3	A0A7D9K2I3_PARCT	
A0A7D9K2J6	A0A7D9K2J6_PARCT	
A0A7D9K308	A0A7D9K308_PARCT	
A0A7D9K338	A0A7D9K338_PARCT	
A0A7D9K3G1	A0A7D9K3G1_PARCT	
A0A7D9K3N8	A0A7D9K3N8_PARCT	Sulfotransferase 1 family
A0A7D9K433	A0A7D9K433_PARCT	
A0A7D9K438	A0A7D9K438_PARCT	
A0A7D9K4D2	A0A7D9K4D2_PARCT	
A0A7D9K4H6	A0A7D9K4H6_PARCT	
A0A7D9K5B4	A0A7D9K5B4_PARCT	
A0A7D9K6L9	A0A7D9K6L9_PARCT	
A0A7D9K772	A0A7D9K772_PARCT	
A0A7D9K7I7	A0A7D9K7I7_PARCT	
A0A7D9K7Q1	A0A7D9K7Q1_PARCT	
A0A7D9K817	A0A7D9K817_PARCT	PRP38 family
A0A7D9K850	A0A7D9K850_PARCT	
A0A7D9K8A6	A0A7D9K8A6_PARCT	
A0A7D9K8U2	A0A7D9K8U2_PARCT	
A0A7D9K8V3	A0A7D9K8V3_PARCT	
A0A7D9K980	A0A7D9K980_PARCT	OB-RGRP/VPS55 family
A0A7D9K986	A0A7D9K986_PARCT	
A0A7D9K990	A0A7D9K990_PARCT	
A0A7D9K998	A0A7D9K998_PARCT	
A0A7D9K9F3	A0A7D9K9F3_PARCT	
A0A7D9KA11	A0A7D9KA11_PARCT	
A0A7D9KA64	A0A7D9KA64_PARCT	
A0A7D9KA96	A0A7D9KA96_PARCT	PRP38 family
A0A7D9KC01	A0A7D9KC01_PARCT	
A0A7D9KC05	A0A7D9KC05_PARCT	
A0A7D9KCH4	A0A7D9KCH4_PARCT	SH3BP5 family
A0A7D9KCT0	A0A7D9KCT0_PARCT	
A0A7D9KDK9	A0A7D9KDK9_PARCT	
A0A7D9KDL4	A0A7D9KDL4_PARCT	
A0A7D9KDM9	A0A7D9KDM9_PARCT	
A0A7D9KED2	A0A7D9KED2_PARCT	
A0A7D9KEE6	A0A7D9KEE6_PARCT	
A0A7D9KEN0	A0A7D9KEN0_PARCT	
A0A7D9KFA6	A0A7D9KFA6_PARCT	
A0A7D9KFE1	A0A7D9KFE1_PARCT	
A0A7D9KFF8	A0A7D9KFF8_PARCT	
A0A7D9KFR5	A0A7D9KFR5_PARCT	SOSS-C family
A0A7D9KFS7	A0A7D9KFS7_PARCT	
A0A7D9KFX2	A0A7D9KFX2_PARCT	
A0A7D9KFX8	A0A7D9KFX8_PARCT	Nonaspanin (TM9SF) (TC 9.A.2) family
A0A7D9KG18	A0A7D9KG18_PARCT	
A0A7D9KG35	A0A7D9KG35_PARCT	
A0A7D9KGG0	A0A7D9KGG0_PARCT	
A0A7D9KH84	A0A7D9KH84_PARCT	
A0A7D9KH87	A0A7D9KH87_PARCT	
A0A7D9KH92	A0A7D9KH92_PARCT	
A0A7D9KHM6	A0A7D9KHM6_PARCT	
A0A7D9KHR8	A0A7D9KHR8_PARCT	
A0A7D9KI04	A0A7D9KI04_PARCT	
A0A7D9KI64	A0A7D9KI64_PARCT	
A0A7D9KI71	A0A7D9KI71_PARCT	
A0A7D9KIQ1	A0A7D9KIQ1_PARCT	
A0A7D9KIU2	A0A7D9KIU2_PARCT	Phosphoglycerate mutase family
A0A7D9KJW3	A0A7D9KJW3_PARCT	
A0A7D9KKA4	A0A7D9KKA4_PARCT	Multicopper oxidase family
A0A7D9KKC2	A0A7D9KKC2_PARCT	
A0A7D9KKT3	A0A7D9KKT3_PARCT	
A0A7D9KLC4	A0A7D9KLC4_PARCT	Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily
A0A7D9KLH7	A0A7D9KLH7_PARCT	
A0A7D9KN54	A0A7D9KN54_PARCT	
A0A7D9KQ65	A0A7D9KQ65_PARCT	
A0A7D9KWG7	A0A7D9KWG7_PARCT	
A0A7D9KYI2	A0A7D9KYI2_PARCT	
A0A7D9KYJ5	A0A7D9KYJ5_PARCT	
A0A7D9KYU4	A0A7D9KYU4_PARCT	
A0A7D9KZB8	A0A7D9KZB8_PARCT	
A0A7D9L0M4	A0A7D9L0M4_PARCT	
A0A7D9L1L4	A0A7D9L1L4_PARCT	
A0A7D9L2J3	A0A7D9L2J3_PARCT	
A0A7D9L3J2	A0A7D9L3J2_PARCT	GST superfamily, Omega family
A0A7D9L3R0	A0A7D9L3R0_PARCT	
A0A7D9L3T3	A0A7D9L3T3_PARCT	
A0A7D9L3W3	A0A7D9L3W3_PARCT	
A0A7D9L423	A0A7D9L423_PARCT	
A0A7D9L481	A0A7D9L481_PARCT	
A0A7D9L4R0	A0A7D9L4R0_PARCT	TRAFAC class dynamin-like GTPase superfamily, IRG family
A0A7D9L4V5	A0A7D9L4V5_PARCT	
A0A7D9L4Z9	A0A7D9L4Z9_PARCT	TRAFAC class dynamin-like GTPase superfamily, IRG family
A0A7D9L520	A0A7D9L520_PARCT	
A0A7D9L529	A0A7D9L529_PARCT	
A0A7D9L5A1	A0A7D9L5A1_PARCT	
A0A7D9L676	A0A7D9L676_PARCT	
A0A7D9L686	A0A7D9L686_PARCT	
A0A7D9L6F0	A0A7D9L6F0_PARCT	
A0A7D9L713	A0A7D9L713_PARCT	
A0A7D9L7G8	A0A7D9L7G8_PARCT	
A0A7D9L7H8	A0A7D9L7H8_PARCT	
A0A7D9L7K5	A0A7D9L7K5_PARCT	
A0A7D9L816	A0A7D9L816_PARCT	
A0A7D9L9P9	A0A7D9L9P9_PARCT	
A0A7D9LA75	A0A7D9LA75_PARCT	
A0A7D9LAG7	A0A7D9LAG7_PARCT	
A0A7D9LBB9	A0A7D9LBB9_PARCT	
A0A7D9LBJ1	A0A7D9LBJ1_PARCT	Eukaryotic ATPase subunit F6 family
A0A7D9LBS4	A0A7D9LBS4_PARCT	Eukaryotic ribosomal protein eL28 family
A0A7D9LC46	A0A7D9LC46_PARCT	Zinc-containing alcohol dehydrogenase family
A0A7D9LC53	A0A7D9LC53_PARCT	
A0A7D9LDA9	A0A7D9LDA9_PARCT	
A0A7D9LDQ5	A0A7D9LDQ5_PARCT	
A0A7D9LDX6	A0A7D9LDX6_PARCT	P2X receptor family
A0A7D9LEQ3	A0A7D9LEQ3_PARCT	
A0A7D9LFC2	A0A7D9LFC2_PARCT	
A0A7D9LG33	A0A7D9LG33_PARCT	
A0A7D9LGE2	A0A7D9LGE2_PARCT	
A0A7D9LHG5	A0A7D9LHG5_PARCT	
A0A7D9LHQ9	A0A7D9LHQ9_PARCT	
A0A7D9LI02	A0A7D9LI02_PARCT	
A0A7D9LI90	A0A7D9LI90_PARCT	
A0A7D9LID7	A0A7D9LID7_PARCT	
A0A7D9LIN9	A0A7D9LIN9_PARCT	Peptidase C1 family
A0A7D9LIP1	A0A7D9LIP1_PARCT	
A0A7D9LIW9	A0A7D9LIW9_PARCT	
A0A7D9LIZ2	A0A7D9LIZ2_PARCT	TAF13 family
A0A7D9LJ07	A0A7D9LJ07_PARCT	Annexin family
A0A7D9LJ11	A0A7D9LJ11_PARCT	
A0A7D9LJH4	A0A7D9LJH4_PARCT	
A0A7D9LK04	A0A7D9LK04_PARCT	
A0A7D9LK55	A0A7D9LK55_PARCT	V-ATPase proteolipid subunit family
A0A7D9LKC1	A0A7D9LKC1_PARCT	
A0A7D9LKC7	A0A7D9LKC7_PARCT	
A0A7D9LL51	A0A7D9LL51_PARCT	
A0A7D9LLK1	A0A7D9LLK1_PARCT	
A0A7D9LLP5	A0A7D9LLP5_PARCT	
A0A7D9LM91	A0A7D9LM91_PARCT	
A0A7D9LMG8	A0A7D9LMG8_PARCT	Peptidase M13 family
A0A7D9LMP0	A0A7D9LMP0_PARCT	
A0A7D9LMZ0	A0A7D9LMZ0_PARCT	
A0A7D9LN00	A0A7D9LN00_PARCT	
A0A7D9LN59	A0A7D9LN59_PARCT	EIF4E-binding protein family
A0A7D9LN82	A0A7D9LN82_PARCT	
A0A7D9LNL5	A0A7D9LNL5_PARCT	
A0A7D9LNP1	A0A7D9LNP1_PARCT	
A0A7D9LNR1	A0A7D9LNR1_PARCT	
A0A7D9LNW2	A0A7D9LNW2_PARCT	
A0A7D9LNW9	A0A7D9LNW9_PARCT	
A0A7D9LNY4	A0A7D9LNY4_PARCT	
A0A7D9LP53	A0A7D9LP53_PARCT	
A0A7D9LP86	A0A7D9LP86_PARCT	
A0A7D9LPB4	A0A7D9LPB4_PARCT	
A0A7D9LQA6	A0A7D9LQA6_PARCT	
A0A7D9LQJ1	A0A7D9LQJ1_PARCT	
A0A7D9LQR6	A0A7D9LQR6_PARCT	Deoxyhypusine synthase family
A0A7D9LQW1	A0A7D9LQW1_PARCT	
A0A7D9LRD9	A0A7D9LRD9_PARCT	
A0A7D9LRL3	A0A7D9LRL3_PARCT	
A0A7D9LS95	A0A7D9LS95_PARCT	AAA ATPase family
A0A7D9LT15	A0A7D9LT15_PARCT	
A0A7D9LTW9	A0A7D9LTW9_PARCT	
A0A7D9LU04	A0A7D9LU04_PARCT	
A0A7D9LUD5	A0A7D9LUD5_PARCT	
A0A7D9LUI9	A0A7D9LUI9_PARCT	
A0A7D9LUW5	A0A7D9LUW5_PARCT	
A0A7D9LV73	A0A7D9LV73_PARCT	
